Song Name,Artists,Released Dates,Popularity,Duration,Album Type,Cover Image,genre,mood,user_id,user_rating
Valentine's Special,Jass Manak,2020-07-01,24,185418,single,https://i.scdn.co/image/ab67616d0000b273ce25d4be9d2c2ddc2694e6e1,Romantic,Sad,user_92,5
Feel,Romey Maan,2018-12-14,25,166363,single,https://i.scdn.co/image/ab67616d0000b273c4927464b77466dc5565fb15,Folk,Happy,user_660,4
Pyaar Manga Hai,Armaan Malik,2017-07-20,27,286152,compilation,https://i.scdn.co/image/ab67616d0000b2733f334dbf565ef4b341d36fd4,EDM,Romantic,user_673,2
Rab Varga Si Tera Yaar,Durga Rangila,2015-04-09,29,308798,compilation,https://i.scdn.co/image/ab67616d0000b2732219d873cbc5d7ae3f10a583,Folk,Happy,user_714,5
"Dil Taan Pagal-Je Tu Na (From ""T-Series Mixtape Punjabi"")",Akhil Sachdeva,2019-09-03,33,291503,compilation,https://i.scdn.co/image/ab67616d0000b273dc9563139ebc2a5597254664,Romantic,Energetic,user_936,2
Pagal,Slow Vibe,2022-12-22,30,262500,single,https://i.scdn.co/image/ab67616d0000b273bdaae0af9e7b3d3d46c3b703,EDM,Sad,user_928,1
Romantic Punjab Urban Jatti Love,Amit Walia Thakur,2020-06-15,12,242053,single,https://i.scdn.co/image/ab67616d0000b2731c4939f7e527303cb6a00142,Romantic,Sad,user_242,2
"Kahani (From ""Kahani"")",Lo Jill,2014-04-24,11,194595,compilation,https://i.scdn.co/image/ab67616d0000b273ce9ec0de8ce8721afa7a5a4c,Romantic,Calm,user_865,4
Best Love,SK Kundesh Shah,2022-04-01,11,230684,single,https://i.scdn.co/image/ab67616d0000b2734de8e1a5407a30217c321d64,EDM,Romantic,user_2,3
True Love,Rupal J,2019-12-20,11,274311,compilation,https://i.scdn.co/image/ab67616d0000b273ae86cf278f97a3e3352bab12,Romantic,Sad,user_225,2
Baazi Dil Di,Himmat Sandhu,2019-12-20,18,203572,compilation,https://i.scdn.co/image/ab67616d0000b273ae86cf278f97a3e3352bab12,Romantic,Energetic,user_801,3
Chosen,Sidhu Moose Wala,2019-12-20,26,264019,compilation,https://i.scdn.co/image/ab67616d0000b273ae86cf278f97a3e3352bab12,Romantic,Happy,user_745,1
"Punjabi Love Mashup, Vol. 02",Venkat's Music,2020-11-18,5,190641,album,https://i.scdn.co/image/ab67616d0000b273a4deda6ed91f1c4c290f56e5,Romantic,Sad,user_973,5
Love,Garry Sandhu,2017-11-21,22,225241,single,https://i.scdn.co/image/ab67616d0000b273de48ccb0c5c22b8b914bb7ce,Romantic,Energetic,user_926,5
Jattiye Ni,Jordan Sandhu,2019-12-20,23,181812,compilation,https://i.scdn.co/image/ab67616d0000b273ae86cf278f97a3e3352bab12,Romantic,Happy,user_929,3
Robo,Gagan Kokri,2019-12-20,9,213733,compilation,https://i.scdn.co/image/ab67616d0000b273ae86cf278f97a3e3352bab12,Romantic,Calm,user_589,5
Mera Rabb,Shahid Mallya,2019-12-20,13,318772,compilation,https://i.scdn.co/image/ab67616d0000b273ae86cf278f97a3e3352bab12,Romantic,Sad,user_116,2
Top 5 Valentine's Hits,Nimrat Khaira,2022-02-09,10,413245,single,https://i.scdn.co/image/ab67616d0000b2737e749b974f13b8eda427e73c,Romantic,Sad,user_666,3
Pure Love,GKhan,2021-09-13,18,236842,single,https://i.scdn.co/image/ab67616d0000b27358aaa16806543d3d26820aff,Folk,Energetic,user_918,4
Mittha Lara,Ekam Sudhar,2019-12-20,10,200646,compilation,https://i.scdn.co/image/ab67616d0000b273ae86cf278f97a3e3352bab12,Folk,Romantic,user_103,2
Phulkari,Ranjit Bawa,2019-12-20,17,244035,compilation,https://i.scdn.co/image/ab67616d0000b273ae86cf278f97a3e3352bab12,Romantic,Calm,user_194,2
"Sharara (From ""Sharara"")",Shivjot,2022-04-15,11,208282,compilation,https://i.scdn.co/image/ab67616d0000b2735df2659df08c48209ea8044a,Folk,Romantic,user_166,2
"Naina (From ""Manje Bistre 2 "")",Karamjit Anmol,2019-12-20,14,266083,compilation,https://i.scdn.co/image/ab67616d0000b273ae86cf278f97a3e3352bab12,EDM,Sad,user_871,4
Romantic Love Mashup By DJ Dalal,Shahid Mallya,2020-08-04,18,261317,single,https://i.scdn.co/image/ab67616d0000b273700330d5e1f5fa8b84670273,Folk,Romantic,user_90,1
Gallan Ch Romance,Kay Vee Singh,2021-04-01,25,178039,single,https://i.scdn.co/image/ab67616d0000b273d4d18e94bab80131fa660232,Romantic,Happy,user_686,5
Intense Love,Jack Love,2022-09-14,36,133053,single,https://i.scdn.co/image/ab67616d0000b273c4ca87612c74d9fd45fd5aee,Romantic,Calm,user_122,3
Intense Love,Chandra Brar,2022-02-01,33,164651,single,https://i.scdn.co/image/ab67616d0000b2731a4d6d007730d4620e3b16e3,Folk,Romantic,user_143,1
Love Song,Kamal Khan,2018-11-24,15,176470,single,https://i.scdn.co/image/ab67616d0000b273bff23e2ff600e68c53d39722,Romantic,Happy,user_994,3
Moments of Love Mashup - Valentine’s 2019,Atif Aslam,2019-02-14,29,196997,single,https://i.scdn.co/image/ab67616d0000b2732b295e00c92e9f4f827f4e52,Bollywood Pop,Energetic,user_106,5
Dawn of Love,Kanwar Grewal,2018-05-03,17,502000,single,https://i.scdn.co/image/ab67616d0000b273b0f729d2c87413f13a569a1a,EDM,Romantic,user_887,4
In Love,Gursanj,2022-02-14,18,151394,single,https://i.scdn.co/image/ab67616d0000b2733e8ec32368ce4b1c51b33804,EDM,Calm,user_428,2
Dreams,Akaal,2020-10-09,28,173437,single,https://i.scdn.co/image/ab67616d0000b273c365980e2761468acadadeb0,Romantic,Happy,user_305,2
Pyar Ki Kashti Mein - Lofi,Alka Yagnik,2022-09-15,26,249004,album,https://i.scdn.co/image/ab67616d0000b273a2510c37bba7157460305ded,EDM,Romantic,user_872,4
ALMOST LOVE (An Audio Story),Anmol Gurung,2020-06-09,23,2972133,single,https://i.scdn.co/image/ab67616d0000b2737680239c2614ea3478dc4c83,EDM,Energetic,user_971,1
Possessive Lofi,Jass Manak,2022-09-28,30,239280,album,https://i.scdn.co/image/ab67616d0000b2731f089fbbf2562f4218435b74,Folk,Romantic,user_317,1
"She Don’T Know-Akh Lad Jaave (From ""T-Series Mixtape Punjabi Season 2"")",Dhvani Bhanushali,2019-11-28,33,215360,single,https://i.scdn.co/image/ab67616d0000b273c15e263457dcfac5d896f356,EDM,Happy,user_963,3
Gallan Chaandi Diyan,Nimrat Khaira,2021-12-03,20,161290,album,https://i.scdn.co/image/ab67616d0000b273b106a8643f5f1ee6155dc384,Folk,Romantic,user_635,4
love,Arham Chaudhry,2023-09-07,31,193541,single,https://i.scdn.co/image/ab67616d0000b273455a78646fe0b04f1e34688d,Romantic,Calm,user_902,1
Love Story,Ravneet Singh,2018-03-21,18,149665,single,https://i.scdn.co/image/ab67616d0000b273e5012d54337356a603a632c9,Folk,Sad,user_9,4
True Love,Rupal J,2019-06-15,17,274285,compilation,https://i.scdn.co/image/ab67616d0000b2739f69e617e9fe4b68664815ea,Romantic,Happy,user_774,5
Dream love,Sagar Chawla,2024-04-19,31,188976,single,https://i.scdn.co/image/ab67616d0000b273cbe3062e344f9d44ea7636e0,Romantic,Happy,user_73,2
Love Marriage,Nav Dolorain,2020-04-27,20,207586,single,https://i.scdn.co/image/ab67616d0000b2738db7cda9f5fafcbf65a30b52,Romantic,Happy,user_359,2
Heere Moti,Kadir Thind,2020-04-26,22,224720,single,https://i.scdn.co/image/ab67616d0000b2738b04986ab5e8c1b22a68ca38,Romantic,Happy,user_223,2
Punjab Bolda,Ranjit Bawa,2020-12-08,35,307788,single,https://i.scdn.co/image/ab67616d0000b2731bdf59d464c4243a81a22414,Romantic,Romantic,user_416,4
Nit Khair Mangan,Nusrat Fateh Ali Khan,2018-08-08,23,911895,album,https://i.scdn.co/image/ab67616d0000b2738a525d665cea953b5c61e0a1,Folk,Calm,user_553,4
Khaab,Akhil,2016-12-25,25,201689,compilation,https://i.scdn.co/image/ab67616d0000b273526e3cf9d0e9956d287c7f01,Romantic,Energetic,user_370,3
Life Remix,Akhil,2018-01-02,28,159216,single,https://i.scdn.co/image/ab67616d0000b273e3a93afb0e93d10b4832a8a8,EDM,Calm,user_716,2
Love,Surjit Bhullar,2013-03-13,19,245300,album,https://i.scdn.co/image/ab67616d0000b273efe6e92dcc008d19ac37464b,EDM,Happy,user_264,3
Love Marriage,Harf Cheema,2019,20,213781,single,https://i.scdn.co/image/ab67616d0000b27339932d45243fe15554eae45f,Romantic,Romantic,user_840,2
Tera Love Letter Sajna,Lovely Nirman,2000-06-30,31,313096,album,https://i.scdn.co/image/ab67616d0000b27303f35f17fafef1c88aed368a,EDM,Romantic,user_690,3
Valentine's Special,Jass Manak,2020-07-01,24,185418,single,https://i.scdn.co/image/ab67616d0000b273ce25d4be9d2c2ddc2694e6e1,Folk,Happy,user_860,3
Feel,Romey Maan,2018-12-14,25,166363,single,https://i.scdn.co/image/ab67616d0000b273c4927464b77466dc5565fb15,Folk,Romantic,user_318,5
Pyaar Manga Hai,Armaan Malik,2017-07-20,27,286152,compilation,https://i.scdn.co/image/ab67616d0000b2733f334dbf565ef4b341d36fd4,Romantic,Happy,user_84,3
Rab Varga Si Tera Yaar,Durga Rangila,2015-04-09,29,308798,compilation,https://i.scdn.co/image/ab67616d0000b2732219d873cbc5d7ae3f10a583,Romantic,Calm,user_318,4
"Dil Taan Pagal-Je Tu Na (From ""T-Series Mixtape Punjabi"")",Akhil Sachdeva,2019-09-03,33,291503,compilation,https://i.scdn.co/image/ab67616d0000b273dc9563139ebc2a5597254664,Romantic,Sad,user_111,3
Pagal,Slow Vibe,2022-12-22,30,262500,single,https://i.scdn.co/image/ab67616d0000b273bdaae0af9e7b3d3d46c3b703,EDM,Romantic,user_251,2
Romantic Punjab Urban Jatti Love,Amit Walia Thakur,2020-06-15,12,242053,single,https://i.scdn.co/image/ab67616d0000b2731c4939f7e527303cb6a00142,EDM,Happy,user_383,3
"Kahani (From ""Kahani"")",Lo Jill,2014-04-24,11,194595,compilation,https://i.scdn.co/image/ab67616d0000b273ce9ec0de8ce8721afa7a5a4c,Folk,Happy,user_7,1
Best Love,SK Kundesh Shah,2022-04-01,11,230684,single,https://i.scdn.co/image/ab67616d0000b2734de8e1a5407a30217c321d64,EDM,Romantic,user_459,2
Baazi Dil Di,Himmat Sandhu,2019-12-20,18,203572,compilation,https://i.scdn.co/image/ab67616d0000b273ae86cf278f97a3e3352bab12,Folk,Energetic,user_84,1
"Punjabi Love Mashup, Vol. 02",Venkat's Music,2020-11-18,5,190641,album,https://i.scdn.co/image/ab67616d0000b273a4deda6ed91f1c4c290f56e5,EDM,Happy,user_208,2
Chosen,Sidhu Moose Wala,2019-12-20,26,264019,compilation,https://i.scdn.co/image/ab67616d0000b273ae86cf278f97a3e3352bab12,Folk,Romantic,user_900,4
Love,Garry Sandhu,2017-11-21,22,225241,single,https://i.scdn.co/image/ab67616d0000b273de48ccb0c5c22b8b914bb7ce,Romantic,Happy,user_390,4
Jattiye Ni,Jordan Sandhu,2019-12-20,23,181812,compilation,https://i.scdn.co/image/ab67616d0000b273ae86cf278f97a3e3352bab12,EDM,Energetic,user_314,4
Robo,Gagan Kokri,2019-12-20,9,213733,compilation,https://i.scdn.co/image/ab67616d0000b273ae86cf278f97a3e3352bab12,Folk,Sad,user_22,1
Mera Rabb,Shahid Mallya,2019-12-20,13,318772,compilation,https://i.scdn.co/image/ab67616d0000b273ae86cf278f97a3e3352bab12,EDM,Energetic,user_410,5
Top 5 Valentine's Hits,Nimrat Khaira,2022-02-09,10,413245,single,https://i.scdn.co/image/ab67616d0000b2737e749b974f13b8eda427e73c,Romantic,Calm,user_895,2
Pure Love,GKhan,2021-09-13,18,236842,single,https://i.scdn.co/image/ab67616d0000b27358aaa16806543d3d26820aff,Folk,Romantic,user_515,4
Mittha Lara,Ekam Sudhar,2019-12-20,10,200646,compilation,https://i.scdn.co/image/ab67616d0000b273ae86cf278f97a3e3352bab12,EDM,Energetic,user_127,2
Phulkari,Ranjit Bawa,2019-12-20,17,244035,compilation,https://i.scdn.co/image/ab67616d0000b273ae86cf278f97a3e3352bab12,EDM,Sad,user_809,1
"Sharara (From ""Sharara"")",Shivjot,2022-04-15,11,208282,compilation,https://i.scdn.co/image/ab67616d0000b2735df2659df08c48209ea8044a,Romantic,Happy,user_700,5
"Naina (From ""Manje Bistre 2 "")",Karamjit Anmol,2019-12-20,14,266083,compilation,https://i.scdn.co/image/ab67616d0000b273ae86cf278f97a3e3352bab12,Romantic,Romantic,user_874,1
Romantic Love Mashup By DJ Dalal,Shahid Mallya,2020-08-04,18,261317,single,https://i.scdn.co/image/ab67616d0000b273700330d5e1f5fa8b84670273,Folk,Energetic,user_14,2
Gallan Ch Romance,Kay Vee Singh,2021-04-01,25,178039,single,https://i.scdn.co/image/ab67616d0000b273d4d18e94bab80131fa660232,EDM,Sad,user_971,5
Intense Love,Jack Love,2022-09-14,36,133053,single,https://i.scdn.co/image/ab67616d0000b273c4ca87612c74d9fd45fd5aee,EDM,Energetic,user_978,5
Intense Love,Chandra Brar,2022-02-01,33,164651,single,https://i.scdn.co/image/ab67616d0000b2731a4d6d007730d4620e3b16e3,Romantic,Calm,user_12,1
Love Song,Kamal Khan,2018-11-24,15,176470,single,https://i.scdn.co/image/ab67616d0000b273bff23e2ff600e68c53d39722,Romantic,Romantic,user_87,4
Moments of Love Mashup - Valentine’s 2019,Atif Aslam,2019-02-14,29,196997,single,https://i.scdn.co/image/ab67616d0000b2732b295e00c92e9f4f827f4e52,Bollywood Pop,Happy,user_524,2
Dawn of Love,Kanwar Grewal,2018-05-03,17,502000,single,https://i.scdn.co/image/ab67616d0000b273b0f729d2c87413f13a569a1a,Folk,Sad,user_909,3
In Love,Gursanj,2022-02-14,18,151394,single,https://i.scdn.co/image/ab67616d0000b2733e8ec32368ce4b1c51b33804,EDM,Energetic,user_537,3
Dreams,Akaal,2020-10-09,28,173437,single,https://i.scdn.co/image/ab67616d0000b273c365980e2761468acadadeb0,EDM,Romantic,user_301,1
Pyar Ki Kashti Mein - Lofi,Alka Yagnik,2022-09-15,26,249004,album,https://i.scdn.co/image/ab67616d0000b273a2510c37bba7157460305ded,Folk,Energetic,user_243,2
ALMOST LOVE (An Audio Story),Anmol Gurung,2020-06-09,23,2972133,single,https://i.scdn.co/image/ab67616d0000b2737680239c2614ea3478dc4c83,Folk,Romantic,user_122,2
Possessive Lofi,Jass Manak,2022-09-28,30,239280,album,https://i.scdn.co/image/ab67616d0000b2731f089fbbf2562f4218435b74,Romantic,Calm,user_147,1
Relationship,Khushi Pandher,2023-05-25,19,223902,single,https://i.scdn.co/image/ab67616d0000b27370f1cef23896d383070ebb32,Romantic,Energetic,user_567,2
"She Don’T Know-Akh Lad Jaave (From ""T-Series Mixtape Punjabi Season 2"")",Dhvani Bhanushali,2019-11-28,33,215360,single,https://i.scdn.co/image/ab67616d0000b273c15e263457dcfac5d896f356,Folk,Calm,user_750,4
Gallan Chaandi Diyan,Nimrat Khaira,2021-12-03,20,161290,album,https://i.scdn.co/image/ab67616d0000b273b106a8643f5f1ee6155dc384,Folk,Sad,user_356,1
love,Arham Chaudhry,2023-09-07,31,193541,single,https://i.scdn.co/image/ab67616d0000b273455a78646fe0b04f1e34688d,EDM,Calm,user_685,4
Love Story,Ravneet Singh,2018-03-21,18,149665,single,https://i.scdn.co/image/ab67616d0000b273e5012d54337356a603a632c9,Folk,Romantic,user_904,2
True Love,Rupal J,2019-06-15,17,274285,compilation,https://i.scdn.co/image/ab67616d0000b2739f69e617e9fe4b68664815ea,Folk,Sad,user_733,1
Dream love,Sagar Chawla,2024-04-19,31,188976,single,https://i.scdn.co/image/ab67616d0000b273cbe3062e344f9d44ea7636e0,EDM,Energetic,user_631,2
Love Marriage,Nav Dolorain,2020-04-27,20,207586,single,https://i.scdn.co/image/ab67616d0000b2738db7cda9f5fafcbf65a30b52,Folk,Energetic,user_309,1
Heere Moti,Kadir Thind,2020-04-26,22,224720,single,https://i.scdn.co/image/ab67616d0000b2738b04986ab5e8c1b22a68ca38,Romantic,Romantic,user_695,2
Punjab Bolda,Ranjit Bawa,2020-12-08,35,307788,single,https://i.scdn.co/image/ab67616d0000b2731bdf59d464c4243a81a22414,Romantic,Happy,user_288,4
Nit Khair Mangan,Nusrat Fateh Ali Khan,2018-08-08,23,911895,album,https://i.scdn.co/image/ab67616d0000b2738a525d665cea953b5c61e0a1,EDM,Happy,user_307,4
Khaab,Akhil,2016-12-25,25,201689,compilation,https://i.scdn.co/image/ab67616d0000b273526e3cf9d0e9956d287c7f01,Folk,Energetic,user_812,2
Life Remix,Akhil,2018-01-02,28,159216,single,https://i.scdn.co/image/ab67616d0000b273e3a93afb0e93d10b4832a8a8,Romantic,Romantic,user_594,1
Love,Surjit Bhullar,2013-03-13,19,245300,album,https://i.scdn.co/image/ab67616d0000b273efe6e92dcc008d19ac37464b,Romantic,Happy,user_966,3
Love Marriage,Harf Cheema,2019,20,213781,single,https://i.scdn.co/image/ab67616d0000b27339932d45243fe15554eae45f,Romantic,Calm,user_914,4
Tera Love Letter Sajna,Lovely Nirman,2000-06-30,31,313096,album,https://i.scdn.co/image/ab67616d0000b27303f35f17fafef1c88aed368a,Romantic,Energetic,user_723,4
Valentine's Special,Jass Manak,2020-07-01,24,185418,single,https://i.scdn.co/image/ab67616d0000b273ce25d4be9d2c2ddc2694e6e1,Folk,Calm,user_662,3
Feel,Romey Maan,2018-12-14,25,166363,single,https://i.scdn.co/image/ab67616d0000b273c4927464b77466dc5565fb15,Folk,Romantic,user_549,2
Pyaar Manga Hai,Armaan Malik,2017-07-20,27,286152,compilation,https://i.scdn.co/image/ab67616d0000b2733f334dbf565ef4b341d36fd4,Folk,Calm,user_352,1
Rab Varga Si Tera Yaar,Durga Rangila,2015-04-09,29,308798,compilation,https://i.scdn.co/image/ab67616d0000b2732219d873cbc5d7ae3f10a583,Folk,Happy,user_312,2
"Dil Taan Pagal-Je Tu Na (From ""T-Series Mixtape Punjabi"")",Akhil Sachdeva,2019-09-03,33,291503,compilation,https://i.scdn.co/image/ab67616d0000b273dc9563139ebc2a5597254664,Romantic,Happy,user_873,5
Pagal,Slow Vibe,2022-12-22,30,262500,single,https://i.scdn.co/image/ab67616d0000b273bdaae0af9e7b3d3d46c3b703,EDM,Sad,user_59,4
Romantic Punjab Urban Jatti Love,Amit Walia Thakur,2020-06-15,12,242053,single,https://i.scdn.co/image/ab67616d0000b2731c4939f7e527303cb6a00142,EDM,Energetic,user_643,5
"Kahani (From ""Kahani"")",Lo Jill,2014-04-24,11,194595,compilation,https://i.scdn.co/image/ab67616d0000b273ce9ec0de8ce8721afa7a5a4c,Romantic,Romantic,user_924,4
Best Love,SK Kundesh Shah,2022-04-01,11,230684,single,https://i.scdn.co/image/ab67616d0000b2734de8e1a5407a30217c321d64,Romantic,Energetic,user_714,4
Baazi Dil Di,Himmat Sandhu,2019-12-20,18,203572,compilation,https://i.scdn.co/image/ab67616d0000b273ae86cf278f97a3e3352bab12,EDM,Calm,user_755,5
"Punjabi Love Mashup, Vol. 02",Venkat's Music,2020-11-18,5,190641,album,https://i.scdn.co/image/ab67616d0000b273a4deda6ed91f1c4c290f56e5,EDM,Romantic,user_35,5
Chosen,Sidhu Moose Wala,2019-12-20,26,264019,compilation,https://i.scdn.co/image/ab67616d0000b273ae86cf278f97a3e3352bab12,Romantic,Romantic,user_445,2
Love,Garry Sandhu,2017-11-21,22,225241,single,https://i.scdn.co/image/ab67616d0000b273de48ccb0c5c22b8b914bb7ce,Romantic,Happy,user_93,5
Jattiye Ni,Jordan Sandhu,2019-12-20,23,181812,compilation,https://i.scdn.co/image/ab67616d0000b273ae86cf278f97a3e3352bab12,Folk,Calm,user_950,2
Robo,Gagan Kokri,2019-12-20,9,213733,compilation,https://i.scdn.co/image/ab67616d0000b273ae86cf278f97a3e3352bab12,Folk,Happy,user_959,2
Mera Rabb,Shahid Mallya,2019-12-20,13,318772,compilation,https://i.scdn.co/image/ab67616d0000b273ae86cf278f97a3e3352bab12,EDM,Happy,user_207,2
Top 5 Valentine's Hits,Nimrat Khaira,2022-02-09,10,413245,single,https://i.scdn.co/image/ab67616d0000b2737e749b974f13b8eda427e73c,Romantic,Sad,user_353,4
Pure Love,GKhan,2021-09-13,18,236842,single,https://i.scdn.co/image/ab67616d0000b27358aaa16806543d3d26820aff,EDM,Happy,user_903,4
Mittha Lara,Ekam Sudhar,2019-12-20,10,200646,compilation,https://i.scdn.co/image/ab67616d0000b273ae86cf278f97a3e3352bab12,Folk,Energetic,user_332,5
Phulkari,Ranjit Bawa,2019-12-20,17,244035,compilation,https://i.scdn.co/image/ab67616d0000b273ae86cf278f97a3e3352bab12,Folk,Romantic,user_817,4
"Sharara (From ""Sharara"")",Shivjot,2022-04-15,11,208282,compilation,https://i.scdn.co/image/ab67616d0000b2735df2659df08c48209ea8044a,EDM,Happy,user_862,5
"Naina (From ""Manje Bistre 2 "")",Karamjit Anmol,2019-12-20,14,266083,compilation,https://i.scdn.co/image/ab67616d0000b273ae86cf278f97a3e3352bab12,Folk,Energetic,user_725,4
Romantic Love Mashup By DJ Dalal,Shahid Mallya,2020-08-04,18,261317,single,https://i.scdn.co/image/ab67616d0000b273700330d5e1f5fa8b84670273,Romantic,Calm,user_159,1
Gallan Ch Romance,Kay Vee Singh,2021-04-01,25,178039,single,https://i.scdn.co/image/ab67616d0000b273d4d18e94bab80131fa660232,EDM,Romantic,user_954,1
Intense Love,Chandra Brar,2022-02-01,33,164651,single,https://i.scdn.co/image/ab67616d0000b2731a4d6d007730d4620e3b16e3,Romantic,Calm,user_957,5
Love Song,Kamal Khan,2018-11-24,15,176470,single,https://i.scdn.co/image/ab67616d0000b273bff23e2ff600e68c53d39722,Romantic,Energetic,user_24,4
Moments of Love Mashup - Valentine’s 2019,Atif Aslam,2019-02-14,29,196997,single,https://i.scdn.co/image/ab67616d0000b2732b295e00c92e9f4f827f4e52,Bollywood Pop,Calm,user_404,4
Dawn of Love,Kanwar Grewal,2018-05-03,17,502000,single,https://i.scdn.co/image/ab67616d0000b273b0f729d2c87413f13a569a1a,Folk,Calm,user_805,2
In Love,Gursanj,2022-02-14,18,151394,single,https://i.scdn.co/image/ab67616d0000b2733e8ec32368ce4b1c51b33804,Romantic,Calm,user_516,3
Deep Love,Ndee Kundu,2021-05-31,21,179571,single,https://i.scdn.co/image/ab67616d0000b2733edb7021d498bdbc630101a1,EDM,Happy,user_732,5
Dreams,Akaal,2020-10-09,28,173437,single,https://i.scdn.co/image/ab67616d0000b273c365980e2761468acadadeb0,Romantic,Happy,user_364,3
Pyar Ki Kashti Mein - Lofi,Alka Yagnik,2022-09-15,26,249004,album,https://i.scdn.co/image/ab67616d0000b273a2510c37bba7157460305ded,Romantic,Happy,user_382,3
ALMOST LOVE (An Audio Story),Anmol Gurung,2020-06-09,23,2972133,single,https://i.scdn.co/image/ab67616d0000b2737680239c2614ea3478dc4c83,Romantic,Romantic,user_532,5
Possessive Lofi,Jass Manak,2022-09-28,30,239280,album,https://i.scdn.co/image/ab67616d0000b2731f089fbbf2562f4218435b74,Romantic,Energetic,user_956,4
Relationship,Khushi Pandher,2023-05-25,19,223902,single,https://i.scdn.co/image/ab67616d0000b27370f1cef23896d383070ebb32,Romantic,Happy,user_152,5
"She Don’T Know-Akh Lad Jaave (From ""T-Series Mixtape Punjabi Season 2"")",Dhvani Bhanushali,2019-11-28,33,215360,single,https://i.scdn.co/image/ab67616d0000b273c15e263457dcfac5d896f356,Folk,Calm,user_562,3
Gallan Chaandi Diyan,Nimrat Khaira,2021-12-03,20,161290,album,https://i.scdn.co/image/ab67616d0000b273b106a8643f5f1ee6155dc384,EDM,Calm,user_689,4
love,Arham Chaudhry,2023-09-07,31,193541,single,https://i.scdn.co/image/ab67616d0000b273455a78646fe0b04f1e34688d,Folk,Calm,user_947,1
Love Story,Ravneet Singh,2018-03-21,18,149665,single,https://i.scdn.co/image/ab67616d0000b273e5012d54337356a603a632c9,EDM,Calm,user_608,5
True Love,Rupal J,2019-06-15,17,274285,compilation,https://i.scdn.co/image/ab67616d0000b2739f69e617e9fe4b68664815ea,EDM,Sad,user_617,5
Dream love,Sagar Chawla,2024-04-19,31,188976,single,https://i.scdn.co/image/ab67616d0000b273cbe3062e344f9d44ea7636e0,EDM,Romantic,user_420,4
Love Marriage,Nav Dolorain,2020-04-27,20,207586,single,https://i.scdn.co/image/ab67616d0000b2738db7cda9f5fafcbf65a30b52,EDM,Energetic,user_250,1
